"clearances_avg_home","corners_avg_home","passes_avg_home","possession_avg_home","shots_avg_home","shots_on_target_avg_home","touches_avg_home","goals_scored_ft_avg_home","goals_conced_ft_avg_home","performance_acum_home"
"27","4.3","412.2","50.7","15","4.4","624.9","0.73","1.82","30.3"
"31.9","5","388","47.8","9.9","3.3","584.3","1","1.64","27.3"
"43.6","4.6","418.9","50.8","14.7","4.6","639.9","1.42","1.68","43.9"
"31.7","4.1","382","48.5","11","3.3","579.2","0.95","1.41","34.8"
"41.7","4.7","296.3","41.2","11.4","3.5","516.9","1.29","1.54","43.1"
"42.9","4.8","413.5","50.5","14.1","4.6","635.2","1.48","1.78","40.6"
"38.6","4.7","337.8","46.1","14.4","4.8","563.9","1.42","1.46","41.7"
"39.3","5","453","52","14.1","4.2","676","1.04","1.08","36.1"
"30.8","5.5","444.9","53.1","15.5","5.1","665.7","1.29","1.29","44.4"
"20.7","7","506.1","58.1","19.7","6.4","725.8","1.81","0.81","63.5"
"35.5","6.6","432.4","53.6","17.1","5.2","657.1","1.42","1.16","57"
"29.2","6.6","520.6","57.8","17.7","6.8","742.3","2.15","1.04","67.9"
"30.7","5.5","441.7","53.1","15.6","5.2","661.9","1.3","1.35","42"
"39.5","4.9","436.9","51","14.5","4.5","659.9","1.12","1.09","39.4"
"20.3","6.3","511.9","57.5","17.9","6.1","725.1","1.78","0.83","57.4"
"29.4","5.5","442.4","51.9","15.1","4.8","659.9","1.24","1.29","43.1"
"31.9","4.1","412.2","51.3","13.8","4.3","634.5","0.83","1.61","35.2"
"30.4","6.6","519.7","57.4","17.3","6.4","746.4","2.1","1.1","65"
"30.9","6.4","375.2","47.4","14.1","4.4","588.8","1.15","1.85","35"
"41.3","4.9","297.2","41.7","11.5","3.4","514.2","1.24","1.62","39.7"
"40.6","4.5","328.7","44.9","14.6","4.8","555","1.57","1.33","46"
"30.6","6","408.4","53.5","16.2","4.4","629.7","1.05","1.2","36.7"
"28.3","4.6","394.2","50.9","12.9","4.2","607.6","1.45","1.55","41.7"
"31.6","6.8","389.2","49.9","12.4","4.1","601.4","1","1.7","30"
"32.5","6.1","392.4","52","15.8","4.8","612.8","1.32","1.32","42.9"
"20.2","9.2","478","55.3","18.3","5.8","685.8","1.17","0.78","57.4"
"27.7","5.1","539.6","57.3","11.5","3.4","736.6","1.13","1.26","41.9"
"22.9","5.9","522.1","58","17.5","6.6","719.2","2.21","1.21","66.7"
"20.9","6.9","532.4","58.6","16.8","6.3","737.1","2.04","1.41","60.5"
"36","3.7","367.7","46.1","13.3","2.3","561.7","0.33","2","33.3"
"","","","","","","","","",""
"19.8","7","547.6","60","16.6","6.3","750","2","1.24","64.6"
"26","5.6","406.9","48.9","14","4.2","599","0.9","2.05","25"
"36.6","4.5","329.6","42.7","12.4","3.8","534.3","1.43","2.07","31.1"
"33.2","5.1","335.1","43.3","11.3","3.2","538.2","1.16","1.26","40.4"
"39.3","4.1","323.6","41.8","11.9","3.7","531.2","1.47","2.16","24.6"
"27.8","4.8","437.8","49","15.1","5.2","632.8","1.05","1.32","35.1"
"37.6","5.3","369.3","49.2","13.9","3.6","579.8","0.95","1.74","29.8"
"31.3","5.3","394.8","49.9","14.1","4.5","597.1","1.11","1.79","29.8"
"33.6","5.6","457.9","51.2","17.4","6.6","670.1","2.1","1.5","73.3"
"30","5","496","59.2","11","1","679","2","1","100"
"32.9","4.9","380.4","46.9","12.9","4.7","593.9","1.29","2.29","23.5"
"22.8","5.7","507.5","56.2","17.4","6.2","703.4","2.06","1.18","64.7"
"21.1","9.2","473.8","54.7","17.8","5.7","680.5","1.18","0.76","58.8"
"34.3","6.5","485","54.9","16.6","6.6","696.7","2.47","0.82","82.4"
"48.8","4.8","281.5","40.1","10.2","2.8","489.6","1.06","1.65","47.1"
"28.1","5.2","387.4","47.8","14.4","4.6","597.5","1.24","1.24","33.3"
"23.1","4.6","395.1","47","13.8","4.1","589.6","1.12","1.53","41.2"
"31.8","6.9","514.7","56.7","16.2","6.5","723.3","2.52","0.93","80.5"
"31.2","4.4","324","44.1","13.2","4","531","1","1.4","33.3"
"24.8","6.7","548.7","57.7","18.8","6.4","750.9","2.49","0.77","76.2"
"44.6","4.1","291.1","40.4","10","2.4","492.2","0.78","1.22","44.4"
"28.2","5.2","435.7","50.1","15.2","5","633.4","1.15","1.23","30.8"
"18.9","8.6","494.1","56.2","17.9","5.8","699.7","1.22","0.91","55.1"
"35.2","4.4","326.8","42","12","3.8","527.5","1.31","2.08","28.7"
"35.3","5.8","352.6","44.1","11.7","3.7","560.3","1.1","1.39","36.6"
"29.9","4.8","378.3","46.9","13.1","4","580.1","1.06","1.06","45.8"
"27.8","4.9","457.1","49.5","14.6","5.2","650.5","1.31","1.31","43.8"
"26.7","4.7","380.9","47.2","12.9","4.1","583.3","1.5","1.31","58.3"
"27.9","6.8","511","55.9","18.6","6.2","727.4","1.75","1.12","61.5"
"32.8","5.2","337","45.2","11","2.7","538.2","1.17","0.83","44.4"
"38.2","4.5","301.3","41.8","12","3.2","507.7","1.33","2.17","22.2"
"27.2","4.6","378.4","49.9","14.6","4.6","590.6","1.2","1.2","46.7"
"29.2","6.3","499.3","56.9","17.7","7.8","706","3.67","0.83","88.9"
"30.2","4.8","374.7","47","12.8","3.8","578.3","1.17","1","27.8"
"25.5","5","382.2","50.2","14","3.7","578.7","0.83","1.33","38.9"
"19.1","7.2","545.9","59.1","16.9","6.5","746.7","2.14","1.64","61.9"
"30.1","4.6","378.6","45.8","12.7","4.6","583.5","1.36","2.43","21.4"
"21.6","8.1","469.2","54.4","17.1","5.2","675.9","1.21","0.93","54.8"
"32.8","5.9","484.1","55.2","15.9","5.9","695","2.21","0.93","78.6"
"35.1","4.4","350.7","42.8","13","4.4","553.9","1.43","1.86","38.1"
"25.6","5.9","536.6","57.2","12.1","3.5","728.5","1","1.43","33.3"
"23.8","4.1","390","46.3","13","4.1","582.8","0.93","1.5","35.7"
"35.4","5.7","358","45","12.2","3.8","568.8","1.11","1.3","37"
"32.4","5.1","361.1","45.7","12.4","4.3","572","1.07","2.07","24.7"
"22.7","6.6","505.8","56.7","18.2","6.3","706.4","1.74","1.19","56.8"
"30.9","5.1","376.5","47.4","13.6","4","580.3","1.04","1.08","43.6"
"30.1","4.6","366.1","44.7","12.8","4.1","574.4","1.3","1.15","42"
"30","5.3","397.9","49","12.9","4.2","599.6","1.11","2.07","27.2"
"28.3","6.3","475","51.9","14.3","4.3","685.7","0.67","3.33","11.1"
"37","5","367.3","46.5","11.7","3.7","573.7","2.33","2","33.3"
"28.5","3","402.5","55.3","12.5","3.5","606","0.5","0.5","50"
"27.3","6.7","499.3","52.5","23.3","10.3","709.7","4","1","100"
"43","3.7","299.3","42.9","9.7","2.3","504.3","0.67","0.33","55.6"
"32.7","5","293.3","42.6","13.7","3","501.7","0.33","0.67","22.2"
"28","7","394","51.9","14","4","593.3","1.33","0.33","77.8"
"37.8","4.5","332","43.1","12.7","3.9","536.2","1.42","2.25","25"
"32.9","5","369.1","46.4","12.6","4.5","581.6","1.17","2.04","27.8"
"30.5","5.2","382.9","47.8","14","4","586.5","1","1.12","41.7"
"26.8","5","454.8","50.2","15.3","5.2","649.8","1.21","1.46","37.5"
"31.2","7.2","498.5","56.7","16.5","6.4","710.9","2.46","1","76.4"
"28.6","4.7","373.6","45.8","13.2","4.2","581.4","1.38","1","45.8"
"28.3","5.2","534.2","56.6","11.5","3.4","729.3","1.08","1.21","41.7"
"29.5","6.9","508.4","55.7","18.4","6.5","723.8","1.83","1.04","69.4"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"38","4.3","394.9","46.5","13.3","4.3","596.6","1.39","1.58","43.4"
"30.5","4.8","362.9","44.1","12","3.8","569.2","1.27","1.24","42.4"
"27","5.2","550.9","57.9","11.7","3.5","746.9","1.06","1.33","39.4"
"25.4","5.5","387","45.4","14.2","4.3","585.1","1.18","1.42","39.4"
"32.4","5.5","340.2","43.6","11.2","3.1","544.3","1.1","1.3","38.3"
"38.8","4.3","328.4","42.6","12.2","3.8","536.2","1.45","2.15","23.3"
"21.7","6","512.2","56.7","17.8","6.3","708.6","1.95","1.25","61.7"
"18.8","8.9","484","55.5","18.1","5.7","689.6","1.2","0.9","56.7"
"31.8","7.1","485.8","55.8","16.8","6.4","699.4","2.45","1","75"
"30.9","7.2","500.8","55.5","18.4","6.6","716.8","1.9","1","75"
"25.2","4.6","385.2","45.5","13.2","3.6","578.6","0.95","1.4","36.7"
"21.9","6.3","517.7","59","19.4","7.3","719.4","2.43","1.14","76.2"
"23.9","7.4","458.9","55.9","15.3","5","656.9","1.43","1.14","61.9"
"23.9","7","551.1","58.4","21.7","8.1","747.1","3.29","0.71","90.5"
"35","4.6","334.9","42.2","13.6","3.9","538.7","1","1.43","38.1"
"34.7","5.7","388.9","50.9","16","4","590.3","0.71","1.86","38.1"
"46","4.4","286.6","40.3","9.4","2.4","492.4","0.57","1.14","42.9"
"25.7","6.4","387.1","47.6","11.9","3.7","568.9","0.71","1.57","23.8"
"36","4.3","322","42.1","11.7","3.9","523","1.47","2.27","22.2"
"28.2","4.6","385.5","48.6","14.1","4.2","587.9","1.07","1.29","38.1"
"27.9","4.9","434.8","49.4","15.3","5.3","629.6","1.07","1.2","33.3"
"30.4","4.7","357.7","47.8","12.6","4.2","567.5","1.4","1.27","57.8"
"24.4","5.5","400.9","48.5","13.7","4","592.3","0.93","1.93","26.7"
"27.9","5.3","404.2","50.9","14.7","4.9","603.7","1.07","1.87","31.1"
"27.3","5","459.9","50.7","15","5.1","653.8","1.32","1.32","42.9"
"24.6","5.7","410.9","49.9","13.7","4","601.8","0.86","1.89","25"
"31","4.8","361.8","47.3","11","3","552.5","1.25","0.75","50"
"38.5","5.8","325","45.8","15.2","3.5","543.2","0.75","1.75","8.3"
"31.2","5","371","45.4","14.2","4.2","574","1.75","2.75","25"
"26.7","4.7","399.3","54.9","15.3","5","606","1","1","44.4"
"21.2","5.8","502.5","56.8","12.8","3","695.2","0","1.25","16.7"
"27.8","6.2","394","49.8","13","4.5","601.5","1","0.75","58.3"
"28.8","3.8","378.4","47.2","14","4.5","582.9","1.1","1.5","33.3"
"25.4","5.8","528.5","56.5","20.5","7.6","721.8","3.55","0.91","93.9"
"34.3","4.6","356.4","43.8","13.6","4.8","561.4","1.45","1.64","39.4"
"45.5","4.5","293.5","41.7","10.3","2.5","501.1","0.73","1.73","36.4"
"29.8","5.1","367.9","46.5","13","3.8","572","1.27","1.18","30.3"
"26.5","6.2","517.3","56.4","13","3.9","708.4","1.09","1.36","39.4"
"23.4","4.1","381.1","45.3","12.6","3.8","572.9","0.82","1.45","33.3"
"23.3","6.2","401.9","49","13.6","3.9","596.5","0.64","1.82","15.2"
"27","5","548","62.2","11","2","762","0","0","33.3"
"43","3","352","45.9","7","1","546","0","0","33.3"
"26","6","454","65.6","19","7","686","0","0","33.3"
"","","","","","","","","",""
"32","3","316","39.9","14","4","496","1","1","33.3"
"27","4","580","57.6","8","3","781","0","4","0"
"19.5","7","547.9","60.2","16.8","6.3","750.6","1.97","1.26","62.7"
"35.3","5.7","351.8","44.2","11.5","3.7","558.5","1.06","1.45","35.4"
"35.2","4.4","329.4","42.3","12.4","3.9","530.5","1.32","2.15","27.5"
"33.2","5.4","361.8","46.7","12.6","4.2","574.6","1.12","2.03","30.2"
"28","5","457.5","49.4","14.5","5.2","650.8","1.3","1.3","43.4"
"26.6","4.8","381.5","47.3","12.8","4","583.2","1.52","1.27","59.6"
"36.9","5.3","359.7","46.1","14.4","4","568.4","1.12","1.68","30.4"
"33.8","4.9","374.6","47.2","12.4","4.6","587.6","1.19","2.19","25.4"
"29.9","5.4","388.4","48.7","14.2","4","591.1","1","1.19","39.7"
"27.1","5","444.3","49.7","15.6","5.1","639.4","1.1","1.38","36.5"
"35.8","4.3","370.5","44.5","13","4.3","570.3","1.52","1.71","44.4"
"37.7","5","365.2","48.2","13.7","3.7","573.8","0.9","1.71","27"
"50","4.8","282.8","40.2","9.9","2.6","493.3","1.05","1.48","47.6"
"28.2","4.9","377","46.1","13.6","4.4","584.4","1.29","1.14","38.1"
"31.5","4.8","384.5","48.3","13.4","4.4","586.1","1.1","1.76","28.6"
"30.2","4.6","331.9","43.2","11.5","3.2","529.2","1.25","1.12","45.8"
"28.2","4.5","383.5","45.6","12.5","4.5","588.1","1.5","2.75","25"
"22.9","7.5","454","55.9","15.2","5","655.9","1.38","1.12","58.3"
"34.2","5.1","366.2","50","13.9","4.4","583","1.38","0.75","66.7"
"24.9","6.2","378.1","51.7","16.4","4.6","575.5","0.75","1.5","29.2"
"20.6","6.8","532.7","58.8","16.9","6.3","737.9","2","1.34","63.2"
"32.9","5.3","360.7","45.9","12.4","4.3","573","1.11","2.04","27.4"
"23.9","6.8","502","56.6","18","6.2","703.2","1.69","1.17","56.3"
"19.4","8.4","493.9","55.6","17.1","5.6","698.6","1.21","1","48.3"
"36.8","4.3","382.6","45.5","13.2","4.3","584","1.34","1.59","41.4"
"51","4.6","283.2","39.7","10","2.5","495.7","0.97","1.38","42.5"
"30.5","4.7","365.4","44.8","12.3","3.9","573.8","1.24","1.14","42.5"
"28.1","5.1","536.7","57","11.6","3.6","734.1","1.17","1.17","44.8"
"24.2","7.2","495.2","56.2","17","5.2","706.8","1.2","2.8","26.7"
"21.8","7.6","501.6","60.8","20.4","7","717","1.6","1.2","66.7"
"19.2","7.2","473.2","55.9","15","4.6","669.8","1.2","1.4","46.7"
"25","7.4","535.8","55.9","22.8","8.6","738.4","3.4","1","86.7"
"35.4","5.4","345.4","47","12.6","4","566.8","0.8","0.4","60"
"48","3.6","285","39.9","8.4","2","489.8","0.6","1","53.3"
"24.6","5.2","387.6","45.7","13.6","4.4","582.6","0.6","1.6","20"
"28.4","6.8","386.4","47.1","12.6","3.8","571.2","0.8","1.4","33.3"
"21.7","6.4","510.4","56.7","18.1","6.2","709.1","1.76","1.24","57.3"
"24.3","6.2","552","57.6","18.2","6.4","751.2","2.56","0.76","80"
"26.8","4.6","377","47.9","13","4","582.4","1.44","1.44","56"
"37.3","5.1","362.4","47.3","14.1","4","571.6","1.08","1.76","28"
"26.7","5.1","384.8","45.5","14.5","4.4","583.2","1.16","1.4","38.7"
"25.2","5.2","408.9","49.3","13.2","4","599","0.92","2","25.3"
"20.6","6.9","534.4","58.9","16.8","6.2","737.7","2.08","1.83","61.1"
"29","4.8","380.5","46.2","12.8","4.8","587.3","1.58","2.42","25"
"22.4","5.8","536","59.4","16.8","6.1","732.4","2.08","1.42","61.1"
"30.8","5.6","489.9","54.7","15.1","6","696.2","2.42","1","80.6"
"33.9","4.3","360","43.7","13.2","4.6","564.9","1.42","1.67","36.1"
"46.6","4.9","285.2","41.7","11","2.8","493.4","0.83","1.83","33.3"
"28.5","5.2","378.2","47","13","3.8","580.5","1.17","1.08","30.6"
"23.8","4.3","390.3","46.1","12.9","4","582.9","0.92","1.42","38.9"
"34.5","4","379.5","48.8","8.5","3","572","1.5","0.5","66.7"
"31.5","8","356","50.2","14.5","2","563","1","2.5","0"
"20.5","6.5","518","65.6","21.5","7.5","743.5","1","0.5","66.7"
"19.5","5.5","478.5","55.2","14","4.5","677","1.5","0.5","66.7"
"20","5.5","562.5","60.8","10.5","3.5","754.5","0","2","16.7"
"42.5","7","334","42.8","15","5","534","0.5","0.5","33.3"
"30","4.7","387","47.2","13.5","4.1","588.6","1.24","1.12","47.1"
"38.1","4.3","397.5","46.8","13.4","4.3","599.6","1.34","1.71","41"
"49.5","4.5","285.4","39.9","9.9","2.4","496.4","0.94","1.41","41.2"
"30.5","4.9","364","44.7","12.1","3.7","571","1.2","1.17","41.9"
"27.2","5.4","550.6","58.5","12.4","3.7","747.8","1.11","1.29","41"
"25.7","5.4","385.2","45.2","14.1","4.3","583.7","1.17","1.34","42.9"
"24.7","5.5","408.3","49.6","13.6","4.1","599.3","0.97","1.71","32.4"
"21.2","5.8","538.8","60","17.4","6.4","734.8","2.22","1.11","70.4"
"30.1","3.9","363","45.4","13.2","4.1","569.8","1.25","1.5","41.7"
"24.8","6.4","552.9","58.2","20.9","8","746.6","3.67","0.78","92.6"
"34.9","4.3","347.9","42.2","13.9","4.4","553","1.22","1.33","44.4"
"29.8","5.4","369.6","46.6","13.1","4","575.4","1.33","1.11","33.3"
"25.8","6","505.2","55.9","12","3.6","696.4","1","1.56","33.3"
"23","4.6","388.6","47","13","4.3","583","1","1.22","40.7"
"24.1","5.9","392.1","48.1","12.6","3.3","580.2","0.67","1.67","18.5"
"31.3","4.7","324.4","42.2","11.2","2.9","523","1.23","1.31","41"
"34.4","4.8","325.8","43.6","12.1","4","525.8","1.31","2.31","17.9"
"26","5.6","531.4","56.5","18.9","7.1","727.2","3.31","0.92","89.7"
"30.3","4.8","350.5","47.4","12.3","4.2","560","1.46","0.92","66.7"
"36.4","5","370.8","50.6","14.8","3.8","577.2","1.08","1.85","38.5"
"31.8","6.4","473.3","53.2","18.5","6.9","685.2","2.17","1.33","77.8"
"23.8","5.9","401.5","49.6","14.5","4.1","595.4","0.92","1.85","23.1"
"37.8","4.5","329","42.3","12.2","3.7","531.9","1.42","2.27","26.9"
"18.6","8.3","493.4","55.6","17.6","5.6","697.5","1.16","0.92","52"
"24.1","6.3","559.5","58.4","18.6","6.5","758.7","2.58","0.73","80.8"
"37.1","5.2","363.6","47.1","14.2","4.1","572.4","1.04","1.73","26.9"
"50.4","4.8","286.4","40","10","2.5","497.6","1","1.46","42.3"
"26","5.2","391.7","46","14.7","4.6","590.6","1.27","1.35","41"
"24.8","5.5","408.5","49.7","13.3","3.9","598.8","0.88","1.92","25.6"
"19.1","7.9","545.7","59.9","16.8","6.4","748.2","1.89","1.44","61.1"
"32.3","4.8","380.1","47.3","12.4","4.5","592.4","1.22","2.28","22.2"
"22.1","5.9","507.8","56","17.8","6.5","703.9","2","1.17","63"
"33.1","6.7","485.8","55.1","16.8","6.7","696.2","2.61","0.78","83.3"
"35.7","4.3","356.7","43.1","12.8","4.4","558.8","1.5","1.83","38.9"
"48.3","4.9","279.2","40","10.2","2.7","487.4","1","1.56","46.3"
"26.8","5.3","527.9","56.6","11.3","3.2","719.8","0.94","1.22","35.2"
"34.7","5.9","356.6","44.6","12","3.8","565","1.07","1.31","37.9"
"30.3","4.8","371.8","46.5","13.1","3.8","573.7","1","1.07","44.4"
"26.9","4.9","459.8","50","14.7","5","653.1","1.23","1.37","40"
"24","6.6","554.6","58.5","18.9","6.5","755.3","2.4","0.73","77.8"
"37.9","5.2","363.1","47.1","14.4","4.1","572.9","1.1","1.77","27.8"
"24.5","5.7","410.5","50.1","13.7","3.9","601.8","0.9","1.83","27.8"
"29.8","5.2","396.4","48.7","12.8","4.1","598.1","1.03","2.17","24.4"
"20.9","7.2","530.6","58.3","16.9","6.3","736.5","1.7","1.43","53.6"
"24.5","6.2","552.7","57.8","18.3","6.5","751.7","2.61","0.83","78.3"
"36.6","4.3","373.6","44.6","12.8","4.1","574.4","1.39","1.7","42"
"37.9","5","358.3","47.2","13.5","3.8","566.7","1.04","1.7","30.4"
"50","4.7","283","39.9","10","2.6","493","1","1.52","43.5"
"26.5","4.8","387.5","45.8","13.6","3.9","584.1","1","1.39","37.7"
"25.3","5.1","408.9","48.8","13.3","4","599.4","0.87","2.09","21.7"
"20","7","545.6","60.1","16.7","6.2","748.7","1.89","1.22","61.1"
"22.4","7.3","520.8","58.3","16.9","5.9","727.2","2","2.1","53.3"
"30.6","4.6","330.7","43.4","11.4","3","530.1","1.3","1.3","40"
"36.2","4.8","321.7","43","12","3.8","526.2","1.3","2.3","20"
"23","8","464.2","56","16.9","5.3","671.9","1.4","1","60"
"30.5","5.9","481.3","55","15.5","6.1","688.7","2.7","1.2","76.7"
"32.4","5","362.3","49.7","13.1","4.2","576.2","1.5","0.7","73.3"
"34.4","5.3","373","49.2","14.9","3.6","579.5","0.8","1.7","40"
"33.4","5.5","358.4","46.5","12.8","4.4","572.3","1.2","2","32.2"
"24.4","6.6","496.3","56.2","17.5","6.1","696.4","1.71","1.16","57"
"18.9","8.2","493.9","55.5","16.9","5.5","697","1.16","1.06","45.2"
"37.2","4.4","396.4","46.6","13.3","4.3","597.9","1.35","1.58","41.9"
"50.1","4.5","281.5","39.5","9.9","2.5","493.5","0.94","1.39","40.9"
"30.8","4.7","365.2","44.7","12.3","3.9","572.5","1.35","1.19","44.1"
"25.9","5.5","386.7","45.6","14.5","4.4","586.2","1.16","1.39","38.7"
"26.9","4.9","382.2","48","13.3","4.1","586.1","1.47","1.4","55.6"
"28.4","6.9","508.8","55.9","18.6","6.3","725","1.77","1.17","61.1"
"27.8","5.2","386.8","47.8","14.3","4.4","596.4","1.22","1.22","33.3"
"23.9","4.7","386.4","46","13.4","3.9","580.5","1.06","1.44","40.7"
"48.7","4.8","281.6","41.1","10.5","2.7","490.2","1","1.64","42.9"
"27.9","4.9","384.4","47.3","13.9","4.5","588.1","1.14","1.21","26.2"
"32.4","6.8","504.6","56.3","15.7","6.3","715.3","2.44","1","79"
"36.8","4.3","377.3","45.1","13.3","4.4","577.6","1.41","1.63","43.2"
"28.5","5.1","530.7","56.9","11.6","3.4","728.7","1.11","1.26","40.7"
"29","5.3","418.3","51.4","15","5","608.3","0.33","1.33","11.1"
"27","4","306.7","42.6","11.3","3.7","498","1","1.67","22.2"
"34.5","5.6","364.2","45.6","12.2","3.8","573.2","1.21","1.38","38.9"
"31.1","5.1","393.8","48.8","13.1","4.3","596.1","1.12","1.83","29.2"
"23.6","6.6","492.1","55.7","17.6","5.9","690.3","1.7","1.22","55"
"29.8","4.8","397.1","48","13.6","4.2","598.5","1.27","1.05","47.7"
"25","6.8","544.7","57.5","18.8","6.4","748.3","2.43","0.73","77.5"
"38.3","4.2","395.9","46.5","13.3","4.2","598","1.35","1.78","39.6"
"49.8","4.4","285","40","9.7","2.4","496.8","0.92","1.38","39.6"
"30.6","4.9","366.9","44.8","12.2","3.8","574.2","1.22","1.22","40.5"
"27.8","5.3","545.6","57.9","12.4","3.8","743","1.16","1.38","39.6"
"27.6","7.3","514.3","56.8","18.5","6.1","731.1","1.73","1.11","59.5"
"25.5","5.5","388.2","45.9","14.4","4.4","586.4","1.16","1.32","42.3"
"24.6","5.5","412.4","50.2","13.6","4.2","603.3","1.05","1.62","36"
"","","","","","","","","",""
"","","","","","","","","",""
"31.3","7","530.8","57.7","16.3","6.5","737.9","2.36","0.85","79.8"
"28.7","4.9","368.6","47.8","13.1","4.1","575.8","1.45","1.25","55"
"28","5.3","527","56.2","11.2","3.4","719.2","1","1.15","38.3"
"22.7","7.4","511.7","57.9","18","6","719.4","1.43","2.29","33.3"
"37.1","5.1","354.3","49.2","13.9","4.1","572.6","1.29","0.57","71.4"
"23.6","4.4","389.7","45.7","12.3","4","586","0.71","1.43","23.8"
"31.7","5.1","324.7","42.5","11.3","3","525.3","1.2","1.27","42.2"
"25.9","5.7","538.7","56.9","18.6","6.9","733.6","3.27","1","84.4"
"38.3","4.9","368.3","49.6","14","3.5","576.7","1","1.73","35.6"
"31.2","6.9","478.1","54.4","19.1","7.4","689.1","2.14","1.29","73.8"
"26.8","5","379.8","48.1","13.4","4","584.4","1.43","1.46","52.4"
"30.1","5.2","399.3","49.4","13","4.2","601.6","1.07","2.07","26.2"
"28.8","6.8","424","53.1","14.8","4.5","629.2","0.5","1.25","16.7"
"28.8","6.5","504.8","56.6","19.5","9.2","711","4.5","0.75","100"
"30.5","4.8","310.5","42","13.5","3","518","0.5","1","16.7"
"27.7","7.3","439.7","48.4","19.3","6.3","658.7","1","2.67","33.3"
"30.3","4.7","379","46.4","11.5","3.8","582","1.33","2.67","16.7"
"26.7","5.7","427.2","50.9","15.2","4.7","627.8","0.67","1.17","22.2"
"20","5.2","510.8","55.2","11.3","2.8","696","0.67","1.5","27.8"
"25","7","508.6","54.3","20","6.8","716.8","1.8","1.8","60"
"22.5","5.7","536.1","59.5","16.6","6.4","731.2","2.18","1.36","66.7"
"38","2","418","54.8","18","5","633","4","0","100"
"19","3","378","50.5","13","2","578","1","1","33.3"
"25","6","298","48","15","4","504","2","1","100"
"19.3","8.2","493.2","55.7","17.1","5.5","695.9","1.21","1.09","46.5"
"31.1","7.1","531.3","57.9","16.7","6.5","738.4","2.41","0.82","80.4"
"31.2","5.5","387.7","48.3","12.7","4.1","590.9","1","2.15","22.5"
"20.4","7.6","533.7","58.5","17","6.5","738.1","1.81","1.48","57.1"
"25.1","5.9","552","57.5","18.3","6.8","748.8","2.71","0.76","81"
"22.6","7.6","518.2","58.5","18.4","6","726","1.5","2.12","41.7"
"36","4.8","303.1","41.8","11.2","3.6","506.4","1.12","2.25","20.8"
"28.5","5","418","50.7","15","4.9","615","1.25","1.12","29.2"
"31.6","6.4","497.9","56.6","17.1","6.6","704.5","3.12","0.75","83.3"
"35.4","5.6","379.8","50.7","15.6","3.9","587.4","0.75","1.75","37.5"
"26.5","5.4","384.9","45.4","14.6","4.5","583.9","1.21","1.31","41.4"
"37.6","5","374.2","49.2","15.2","4.2","574","0.8","1.2","46.7"
"20.1","7.2","538.9","59.2","16.8","6.2","742.2","1.92","1.4","57.3"
